path	class	event_status	canonical_successor
docs/orchestration/CORRECTION-20260921-seed-effect-larger-ensemble-corollary-withdrawn.md	LIVE	open	
docs/orchestration/VERDICT-20260922-third-party-review-site9-issue60-s4c.md	LIVE	open	
docs/orchestration/OUTCOME-20260922-ten-adopted-receipts-superseded-by-code-drift.md	LIVE	open	
docs/orchestration/BLOCKED-20260922-issue59-figure-rerun.md	LIVE	open	
docs/orchestration/OUTCOME-20260922-3d-covariance-projected-from-the-adopted-trunk.md	LIVE	open	
docs/orchestration/OUTCOME-20260922-L2-sproj-measured-and-the-pair-is-not-code-comparable.md	LIVE	open	
docs/orchestration/REPORT-20260922-review-residue.md	LIVE	open	
docs/orchestration/HANDOFF-20260922-gbdt-cold-start.md	LIVE	open	
docs/orchestration/ACCEPTANCE-20260905-wave1-review-pass-and-closeout.md	ARCHIVAL	terminal	
docs/orchestration/AGENT-NOTIFICATIONS.md	LIVE	open	
docs/orchestration/AUDIT-FINDINGS-20260728.md	ARCHIVAL	terminal	
docs/orchestration/AUDIT-FINDINGS-20260729-B.md	ARCHIVAL	terminal	
docs/orchestration/AUDIT-FINDINGS-20260731.md	ARCHIVAL	terminal	
docs/orchestration/AUDIT-FINDINGS-20260820-fps.md	ARCHIVAL	terminal	
docs/orchestration/AUDIT-FINDINGS-20260820.md	ARCHIVAL	terminal	
docs/orchestration/AUTHORIZATION-20260812-hpss-copy-and-delegation.md	ARCHIVAL	terminal	
docs/orchestration/AUTHORIZATION-20260812-ignored-set-scope.md	ARCHIVAL	terminal	
docs/orchestration/AUTHORIZATION-20260813-gate4-estimator-disposition.md	ARCHIVAL	terminal	
docs/orchestration/AUTHORIZATION-20260815-foldforward-closure-run.md	ARCHIVAL	terminal	
docs/orchestration/AUTHORIZATION-20260906-pm-root-inspection.md	ARCHIVAL	terminal	
docs/orchestration/AUTHORIZATION-20260908-attended-batch-route.md	ARCHIVAL	terminal	
docs/orchestration/B1-NORMALIZATION-FIX-DESIGN.md	ARCHIVAL	terminal	
docs/orchestration/CONVENTION-lane-worktrees.md	LIVE	open	
docs/orchestration/DECISION-20260804-B4-STEP3-RECEIPTS.md	ARCHIVAL	terminal	
docs/orchestration/DECISION-20260815-joseph-oi6-oi8-oi126.md	ARCHIVAL	terminal	
docs/orchestration/DECISION-20260824-joseph-eight-dispositions-and-mnv-repo-ownership.md	ARCHIVAL	terminal	
docs/orchestration/DECISION-20260830-joseph-accept-forward-only-rehearsal.md	ARCHIVAL	terminal	
docs/orchestration/DECISION-20260830-joseph-mii-family-and-leg6.md	ARCHIVAL	terminal	
docs/orchestration/DECISION-20260830-joseph-presubmission-operand-staleness.md	ARCHIVAL	terminal	
docs/orchestration/DECISION-20260830-joseph-quarantine-k0-member-namespace.md	ARCHIVAL	terminal	
docs/orchestration/DECISION-BRIEF-20260819-oi71-recovery-evidence.md	ARCHIVAL	terminal	
docs/orchestration/DETERMINATION-20260817-lanec-cstat-object-is-total-statistics.md	ARCHIVAL	terminal	
docs/orchestration/DETERMINATION-20260818-lanec-anchor-recompute-and-lateral-in-g1.md	ARCHIVAL	terminal	
docs/orchestration/DETERMINATION-20260819-lanec-petclosure-is-legacy.md	ARCHIVAL	terminal	
docs/orchestration/ENUMERATION-20260818-mii-root-payload-three-classes.md	ARCHIVAL	terminal	
docs/orchestration/FINDING-20260730-event-feature-nonfinite.md	ARCHIVAL	terminal	
docs/orchestration/FINDING-20260807-checkpoint-is-not-the-trained-model.md	ARCHIVAL	terminal	
docs/orchestration/FINDING-20260807-step1-under-achieves.md	ARCHIVAL	terminal	
docs/orchestration/FINDING-20260811-promotion-by-move-silently-repoints-artifacts.md	ARCHIVAL	terminal	
docs/orchestration/FINDING-20260824-five-rules-from-the-r5-night.md	ARCHIVAL	terminal	
docs/orchestration/FINDING-20260828-ben-citations-resolve-only-at-the-evidence-tag.md	ARCHIVAL	terminal	
docs/orchestration/FINDING-20260828-oi136-guard-provenance.md	ARCHIVAL	terminal	
docs/orchestration/FINDING-20260828-polish-pass-residue.md	ARCHIVAL	terminal	
docs/orchestration/FINDING-20260829-f17b-deferred-surfaces-and-stale-freeze-prose.md	ARCHIVAL	terminal	
docs/orchestration/FINDING-20260910-projection-builders-agree-numerically-and-diverge-on-refusal.md	ARCHIVAL	terminal	
docs/orchestration/FINDINGS-ARCHIVE-2026-08.md	ARCHIVAL	terminal	
docs/orchestration/FLAG-20260824-gregor-pet2-worktree-unpreserved.md	ARCHIVAL	terminal	
docs/orchestration/FREEZE-20260830-canonical-quiesce-k0-7ac0edec.md	ARCHIVAL	terminal	
docs/orchestration/HANDOFF-20260815-0455Z.md	ARCHIVAL	terminal	
docs/orchestration/HANDOFF-20260819-lane-e-data-only-cstat-smoke-57266000.md	ARCHIVAL	terminal	
docs/orchestration/HANDOFF-20260820-2154Z-publication-closeout.md	ARCHIVAL	terminal	
docs/orchestration/MIGRATION-DELTA.md	ARCHIVAL	terminal	
docs/orchestration/MIGRATION-HANDOFF.md	ARCHIVAL	terminal	
docs/orchestration/MIGRATION-TAKEOVER-STATUS.md	ARCHIVAL	terminal	
docs/orchestration/OMNIFOLD-DOSSIER.md	ARCHIVAL	terminal	
docs/orchestration/OPERATOR-GUIDE.md	LIVE	open	
docs/orchestration/OUTCOME-20260921-L2-probe-blocked-at-stage-4.md	ARCHIVAL	terminal	
docs/orchestration/PLAN-20260813-gate6-cml-retry-design.md	ARCHIVAL	terminal	
docs/orchestration/PORTING.md	LIVE	open	
docs/orchestration/PREDECLARATION-20260808-gate4-and-d2-fraction.md	ARCHIVAL	terminal	
docs/orchestration/PREDECLARATION-20260810-annealed-production-reproduction.md	ARCHIVAL	terminal	
docs/orchestration/PREDECLARATION-20260810-annealed-shape-validation.md	ARCHIVAL	terminal	
docs/orchestration/PREDECLARATION-20260810-designA-diagnostic-reproduction.md	ARCHIVAL	terminal	
docs/orchestration/PREDECLARATION-20260811-annealed-step1-trajectory.md	ARCHIVAL	terminal	
docs/orchestration/PREDECLARATION-20260811-powered-closure-stability.md	ARCHIVAL	terminal	
docs/orchestration/PREDECLARATION-20260813-gate5-coherent-replicas-n50.md	ARCHIVAL	terminal	
docs/orchestration/PREDECLARATION-20260813-gate6-floor-replication.md	ARCHIVAL	terminal	
docs/orchestration/PREDECLARATION-20260813-gate6-legX-2x2.md	ARCHIVAL	terminal	
docs/orchestration/PREDECLARATION-20260813-gate6-member-trajectories.md	ARCHIVAL	terminal	
docs/orchestration/PREDECLARATION-20260813-gate6-ml-ensemble.md	ARCHIVAL	terminal	
docs/orchestration/PREDECLARATION-20260815-foldforward-instrumented-closure.md	ARCHIVAL	terminal	
docs/orchestration/PREDECLARATION-20260815-oi126-push-vs-extraction.md	ARCHIVAL	terminal	
docs/orchestration/PREDECLARATION-20260816-endofrun-push-recording.md	ARCHIVAL	terminal	
docs/orchestration/PREDECLARATION-20260816-g0-revision-gate.md	ARCHIVAL	terminal	
docs/orchestration/PREDECLARATION-20260816-hrowindex4d-readback.md	ARCHIVAL	terminal	
docs/orchestration/PREDECLARATION-20260816-repair12-verifier-pass.md	ARCHIVAL	terminal	
docs/orchestration/PREDECLARATION-20260906-pm-root-inspection.md	ARCHIVAL	terminal	
docs/orchestration/PREDECLARE-20260811-bkgaware-footing-readopt.md	ARCHIVAL	terminal	
docs/orchestration/PREDECLARE-20260811-construction-contract-receipt.md	ARCHIVAL	terminal	
docs/orchestration/PREDECLARE-20260812-stamped-footing-adoption-candidate.md	ARCHIVAL	terminal	
docs/orchestration/PREDECLARE-20260817-candidate-stamp-receipt-causes-3-4.md	ARCHIVAL	terminal	
docs/orchestration/PREDECLARE-20260817-cause1-endpoint-census-and-magnitude.md	ARCHIVAL	terminal	
docs/orchestration/PREDECLARE-20260831-mvfinal-j-specification.md	ARCHIVAL	terminal	
docs/orchestration/PROMPTS-20260820-publication-closeout-orchestrator.md	ARCHIVAL	terminal	
docs/orchestration/PROPOSAL-20260815-instrumented-and-corrected-foldforward-closure.md	ARCHIVAL	terminal	
docs/orchestration/PROPOSAL-20260828-f17b-four-surface-repair.md	ARCHIVAL	terminal	
docs/orchestration/PROPOSAL-20260830-forward-only-rehearsal.md	ARCHIVAL	terminal	
docs/orchestration/RECEIPT-20260812-hpss-space-audit.md	ARCHIVAL	terminal	
docs/orchestration/RECEIPT-20260820-oi50-hashverify.md	ARCHIVAL	terminal	
docs/orchestration/RECEIPT-20260821-negweight-hpss-durability.md	ARCHIVAL	terminal	
docs/orchestration/RECEIPT-20260830-k0-f1b-producer-filing.md	ARCHIVAL	terminal	
docs/orchestration/RECORD-20260908-z-operand-schema-assignment-block-and-pass.md	ARCHIVAL	terminal	
docs/orchestration/REPAIR4-DEFECT-STATUS-20260807.md	ARCHIVAL	terminal	
docs/orchestration/REPAIR6-RECORDED-NOT-CHECKED-INVENTORY.md	ARCHIVAL	terminal	
docs/orchestration/REQUIREMENTS-20260814-cstat-assembly-conventions.md	ARCHIVAL	terminal	
docs/orchestration/RESTORE-2026-08-03.md	ARCHIVAL	terminal	
docs/orchestration/RULING-20260817-lanec-oi126-branch-set-not-exhaustive.md	ARCHIVAL	terminal	
docs/orchestration/RULING-20260817-lanec-pinned-readers-get-wrappers-not-copies.md	ARCHIVAL	terminal	
docs/orchestration/RULING-20260819-lanec-issue54-frozen-deployment.md	ARCHIVAL	terminal	
docs/orchestration/RULING-20260819-lanec-reconstructed-cell-assignment-admissible.md	ARCHIVAL	terminal	
docs/orchestration/RUNBOOK-20260807-gbdt-closeout.md	ARCHIVAL	terminal	
docs/orchestration/SCOPE-20260818-gate1-seed-separation-two-keys.md	ARCHIVAL	terminal	
docs/orchestration/TRAVEL-MODE-DEPLOYMENT-20260825.md	ARCHIVAL	terminal	
docs/orchestration/TRIAGE-20260821-open-items-vs-publication-path.md	ARCHIVAL	terminal	
docs/orchestration/VALIDATOR-TOLERANCE-UNITS-20260808.md	ARCHIVAL	terminal	
docs/orchestration/VERDICT-20260820-lanec-remedy-a-FAIL.md	ARCHIVAL	terminal	
docs/orchestration/VERDICT-20260820-lanec-remedy-a-ROUND2-PASS-WITH-SCOPE.md	ARCHIVAL	terminal	
docs/orchestration/VERDICTS-20260811-session-D.md	ARCHIVAL	terminal	
docs/orchestration/VERIFICATION-20260820-mediator-remedy-a-wrapper-mechanical.md	ARCHIVAL	terminal	
docs/orchestration/followup-agent-A-standard-05.md	ARCHIVAL	terminal	
docs/orchestration/runbooks/RUNBOOK-20260908-pm-root-inspection-staging.md	ARCHIVAL	terminal	
docs/orchestration/runbooks/RUNBOOK-20260909b-pm-root-inspection-staging.md	ARCHIVAL	terminal	
docs/orchestration/runbooks/RUNBOOK-20260909c-pm-root-inspection-staging.md	ARCHIVAL	terminal	
docs/orchestration/test_fixtures_watch_report/README.md	MACHINE	open	
docs/orchestration/PLAN-20260923-issue26-issue5-studies.md	ARCHIVAL	terminal	
docs/orchestration/RESULT-20260923-issue26-issue5.md	ARCHIVAL	terminal	
docs/orchestration/DRAFT-preservation-and-stabilization-session-prompts.md	LIVE	open	
docs/orchestration/PLAN-scalar5d-reportable-uncertainties-and-inference.md	LIVE	open	
docs/orchestration/AUTHORIZATION-20260924-preservation-and-simplification-pass.md	LIVE	open	
docs/orchestration/RECOVERY-MANIFEST-20260924-preparation-epoch.md	LIVE	open	
docs/orchestration/CATALOG-ARCHIVE-scalar5d.md	LIVE	open	
docs/orchestration/HANDOFF-20260924-preparation-for-scalar5d-campaign.md	LIVE	open	
docs/orchestration/AUTHORIZATION-20260924-scalar5d-campaign-activation.md	LIVE	open	
docs/orchestration/CAMPAIGN-s5c-20260924-index.md	LIVE	open	
docs/orchestration/state/s5c/campaign-state.json	MACHINE	open	
docs/orchestration/state/s5c/budget.json	MACHINE	open	
